published_date,published_platform,rating,helpful_votes,title,text,Hour,Day,Month,Year,Timezone,language,char_count,translated_text,contains_emoji,title_contains_emoji,no_emoji_text,clean_text
2015-02-19 21:19:28+00:00,Desktop,5,0,Arts First,"Check out Harvard's Arts Festival, usually held the first few days of May.  What an amazing experience!  Harvard students studying music, present dance, vocal, stage and instrumental performances in at least twelve different venues, including Harvard Yard, Memorial Church, and Sanders Theatre.  It's a feast for the senses, and an opportunity to visit historic buildings.  This all takes place in the middle of Harvard Square, the heart of Cambridge, MA.",3,19,2,2015,UTC,en,455,"Check out Harvard's Arts Festival, usually held the first few days of May.  What an amazing experience!  Harvard students studying music, present dance, vocal, stage and instrumental performances in at least twelve different venues, including Harvard Yard, Memorial Church, and Sanders Theatre.  It's a feast for the senses, and an opportunity to visit historic buildings.  This all takes place in the middle of Harvard Square, the heart of Cambridge, MA.",False,False,"Check out Harvard's Arts Festival, usually held the first few days of May.  What an amazing experience!  Harvard students studying music, present dance, vocal, stage and instrumental performances in at least twelve different venues, including Harvard Yard, Memorial Church, and Sanders Theatre.  It's a feast for the senses, and an opportunity to visit historic buildings.  This all takes place in the middle of Harvard Square, the heart of Cambridge, MA.","Check Harvard's Arts Festival, usually held first days May. What amazing experience! Harvard students studying music, present dance, vocal, stage instrumental performances least twelve different venues, including Harvard Yard, Memorial Church, Sanders Theatre. It's feast senses, opportunity visit historic buildings. This takes place middle Harvard Square, heart Cambridge, MA."
2015-02-19 12:47:43+00:00,Desktop,5,0,The architecture!,Seriously the best part about Harvard was the architecture and feeling nerdy but the architecture for sure. The buildings are beautiful!,3,19,2,2015,UTC,en,136,Seriously the best part about Harvard was the architecture and feeling nerdy but the architecture for sure. The buildings are beautiful!,False,False,Seriously the best part about Harvard was the architecture and feeling nerdy but the architecture for sure. The buildings are beautiful!,Seriously best part Harvard architecture feeling nerdy architecture sure. The buildings beautiful!
2015-02-19 12:02:16+00:00,Desktop,5,0,Historical city campus,"Easy access by public transportation (parking may be more challenging). Lovely, historical campus that will make you take tons of pictures. Lots of museums, restaurants, shopping in the surrounding area.",3,19,2,2015,UTC,en,203,"Easy access by public transportation (parking may be more challenging). Lovely, historical campus that will make you take tons of pictures. Lots of museums, restaurants, shopping in the surrounding area.",False,False,"Easy access by public transportation (parking may be more challenging). Lovely, historical campus that will make you take tons of pictures. Lots of museums, restaurants, shopping in the surrounding area.","Easy access public transportation( parking may challenging). Lovely, historical campus make take tons pictures. Lots museums, restaurants, shopping surrounding area."
2015-02-19 10:16:41+00:00,Desktop,4,1,Harvard Square,"I have spent numerous times wanderng around Harvard.  The nbatural history museum is very worthwhile to explore.  Many interesting itmes to investigate.

Be careful walking along the sidewalks, some need repairiing.  If the opportunity allows, go to Sanders Hall, it is most beautiful inside. The walnute panels are in perfect condition, also in the entry hall, there are two stained glass windows.  It is a beautiful building.",3,19,2,2015,UTC,en,427,"I have spent numerous times wanderng around Harvard.  The nbatural history museum is very worthwhile to explore.  Many interesting itmes to investigate.

Be careful walking along the sidewalks, some need repairiing.  If the opportunity allows, go to Sanders Hall, it is most beautiful inside. The walnute panels are in perfect condition, also in the entry hall, there are two stained glass windows.  It is a beautiful building.",False,False,"I have spent numerous times wanderng around Harvard.  The nbatural history museum is very worthwhile to explore.  Many interesting itmes to investigate.

Be careful walking along the sidewalks, some need repairiing.  If the opportunity allows, go to Sanders Hall, it is most beautiful inside. The walnute panels are in perfect condition, also in the entry hall, there are two stained glass windows.  It is a beautiful building.","I spent numerous times wanderng around Harvard. The nbatural history museum worthwhile explore. Many interesting itmes investigate. Be careful walking along sidewalks, need repairiing. If opportunity allows, go Sanders Hall, beautiful inside. The walnute panels perfect condition, also entry hall, two stained glass windows. It beautiful building."
2015-02-18 20:32:26+00:00,Desktop,5,0,Amazing 1636 history all around you!!!,"For me, the fact that this instruction has been around since 1636 gives a since of wonderment on how many scholars had stood in the same I had. It is truly an institution of higher learning. My son is now a junior, and the pride of his accomplishment is unexplainable. Their are plaques and momentos of passed students and their accomplishments that one can only take pride in. I am visiting Boston and Harvard in a week. The snow that has fallen in recent weeks does not deter me one bit. This condition has been endured by others, which has results in their success ultimately. Go to Harvard university with a full day to take everything in, a half day is not enough in my opinion. Learn to use the subway system, and your travels will be less of a strain on your finances. There is history at Harvard and Cambridge enjoy it.",2,18,2,2015,UTC,en,827,"For me, the fact that this instruction has been around since 1636 gives a since of wonderment on how many scholars had stood in the same I had. It is truly an institution of higher learning. My son is now a junior, and the pride of his accomplishment is unexplainable. Their are plaques and momentos of passed students and their accomplishments that one can only take pride in. I am visiting Boston and Harvard in a week. The snow that has fallen in recent weeks does not deter me one bit. This condition has been endured by others, which has results in their success ultimately. Go to Harvard university with a full day to take everything in, a half day is not enough in my opinion. Learn to use the subway system, and your travels will be less of a strain on your finances. There is history at Harvard and Cambridge enjoy it.",False,False,"For me, the fact that this instruction has been around since 1636 gives a since of wonderment on how many scholars had stood in the same I had. It is truly an institution of higher learning. My son is now a junior, and the pride of his accomplishment is unexplainable. Their are plaques and momentos of passed students and their accomplishments that one can only take pride in. I am visiting Boston and Harvard in a week. The snow that has fallen in recent weeks does not deter me one bit. This condition has been endured by others, which has results in their success ultimately. Go to Harvard university with a full day to take everything in, a half day is not enough in my opinion. Learn to use the subway system, and your travels will be less of a strain on your finances. There is history at Harvard and Cambridge enjoy it.","For, fact instruction around since 1636 gives since wonderment many scholars stood I. It truly institution higher learning. My son junior, pride accomplishment unexplainable. Their plaques momentos passed students accomplishments one take pride. I visiting Boston Harvard week. The snow fallen recent weeks deter one bit. This condition endured others, results success ultimately. Go Harvard university full day take everything, half day enough opinion. Learn use subway system, travels less strain finances. There history Harvard Cambridge enjoy."
2015-02-18 18:16:14+00:00,Desktop,5,1,Harvard for the museum especially,"See the new Fogg, Sackler, and Busch-Reisinger museum in the renovated Harvard Art Museum, an ambitious and memorable new project by Renzo Piano.  Amazing German art in the Busch rooms.",2,18,2,2015,UTC,en,185,"See the new Fogg, Sackler, and Busch-Reisinger museum in the renovated Harvard Art Museum, an ambitious and memorable new project by Renzo Piano.  Amazing German art in the Busch rooms.",False,False,"See the new Fogg, Sackler, and Busch-Reisinger museum in the renovated Harvard Art Museum, an ambitious and memorable new project by Renzo Piano.  Amazing German art in the Busch rooms.","See new Fogg, Sackler, Busch-Reisinger museum renovated Harvard Art Museum, ambitious memorable new project Renzo Piano. Amazing German art Busch rooms."
2015-02-18 15:23:17+00:00,Desktop,5,0,Living History,"Harvard Yard is the old center of activity. The paths were determined by where people walked, a brilliant method called ""Lines of Desire"" — now accepted by landscape designers the world over. Two of the big brick dorms house POWs — redcoats captured further north in the first winter of the war of independence. Many stories. Try to guess which of the people you see are future Masters of the Universe, and which are just wannabes like you and me. ",2,18,2,2015,UTC,en,448,"Harvard Yard is the old center of activity. The paths were determined by where people walked, a brilliant method called ""Lines of Desire"" — now accepted by landscape designers the world over. Two of the big brick dorms house POWs — redcoats captured further north in the first winter of the war of independence. Many stories. Try to guess which of the people you see are future Masters of the Universe, and which are just wannabes like you and me. ",False,False,"Harvard Yard is the old center of activity. The paths were determined by where people walked, a brilliant method called ""Lines of Desire"" — now accepted by landscape designers the world over. Two of the big brick dorms house POWs — redcoats captured further north in the first winter of the war of independence. Many stories. Try to guess which of the people you see are future Masters of the Universe, and which are just wannabes like you and me. ","Harvard Yard old center activity. The paths determined people walked, brilliant method called`` Lines Desire''— accepted landscape designers world. Two big brick dorms house POWs— redcoats captured north first winter war independence. Many stories. Try guess people see future Masters Universe, wannabes like."
2015-02-18 14:43:49+00:00,Desktop,5,1,Nice,"Interesting to see. Amazing history, great atmosphere, excellent guide. It was an interesting experience overall, definitely worth seeing.",2,18,2,2015,UTC,en,138,"Interesting to see. Amazing history, great atmosphere, excellent guide. It was an interesting experience overall, definitely worth seeing.",False,False,"Interesting to see. Amazing history, great atmosphere, excellent guide. It was an interesting experience overall, definitely worth seeing.","Interesting see. Amazing history, great atmosphere, excellent guide. It interesting experience overall, definitely worth seeing."
2015-02-04 14:51:00+00:00,Desktop,5,0,Great!,"Loved Harvard. Their campuses are sprawling and very grand in places, so we spent a good few hours walking around and people watching. Good grounds, good security and great people watching. Take your camera.",2,4,2,2015,UTC,en,207,"Loved Harvard. Their campuses are sprawling and very grand in places, so we spent a good few hours walking around and people watching. Good grounds, good security and great people watching. Take your camera.",False,False,"Loved Harvard. Their campuses are sprawling and very grand in places, so we spent a good few hours walking around and people watching. Good grounds, good security and great people watching. Take your camera.","Loved Harvard. Their campuses sprawling grand places, spent good hours walking around people watching. Good grounds, good security great people watching. Take camera."
2015-01-22 21:29:29+00:00,Desktop,4,1,Good to finally see,Went here today to finally see the great Harvard University and it was a nice campus and school to see and I was glad I finally saw it. But not as grand as I would have imagined.,3,22,1,2015,UTC,en,178,Went here today to finally see the great Harvard University and it was a nice campus and school to see and I was glad I finally saw it. But not as grand as I would have imagined.,False,False,Went here today to finally see the great Harvard University and it was a nice campus and school to see and I was glad I finally saw it. But not as grand as I would have imagined.,Went today finally see great Harvard University nice campus school see I glad I finally saw. But grand I would imagined.
2015-01-21 18:49:27+00:00,Desktop,5,2,Professional Seminar,This was my third professional seminar at the Harvard Graduate School of Education.  It is top of the line in educational experiences!,2,21,1,2015,UTC,en,134,This was my third professional seminar at the Harvard Graduate School of Education.  It is top of the line in educational experiences!,False,False,This was my third professional seminar at the Harvard Graduate School of Education.  It is top of the line in educational experiences!,This third professional seminar Harvard Graduate School Education. It top line educational experiences!
2015-01-21 12:46:02+00:00,Desktop,4,1,do some shoe rubbing...,"the harvard yard is a green leafy courtyard which transforms you to another world, serene and away from the hustle bustle just a few steps away... must see for the natural beauty of a college campus. Don't forget to rub John Harvard's shoes for luck (and possible help with the admissions process! )",2,21,1,2015,UTC,en,299,"the harvard yard is a green leafy courtyard which transforms you to another world, serene and away from the hustle bustle just a few steps away... must see for the natural beauty of a college campus. Don't forget to rub John Harvard's shoes for luck (and possible help with the admissions process! )",False,False,"the harvard yard is a green leafy courtyard which transforms you to another world, serene and away from the hustle bustle just a few steps away... must see for the natural beauty of a college campus. Don't forget to rub John Harvard's shoes for luck (and possible help with the admissions process! )","harvard yard green leafy courtyard transforms another world, serene away hustle bustle steps away... must see natural beauty college campus. Do n't forget rub John Harvard's shoes luck( possible help admissions process!)"
2015-01-20 11:59:46+00:00,Desktop,5,2,Beautiful Campus,"The dining room looks just like out of Harry Potter. A must see. When I was studying there, I made sure to check out the spots that have been the location of movies, particularly where Love Story was filmed.

I was there in 2007 but the drop down menu here won't let me go that back.",1,20,1,2015,UTC,en,283,"The dining room looks just like out of Harry Potter. A must see. When I was studying there, I made sure to check out the spots that have been the location of movies, particularly where Love Story was filmed.

I was there in 2007 but the drop down menu here won't let me go that back.",False,False,"The dining room looks just like out of Harry Potter. A must see. When I was studying there, I made sure to check out the spots that have been the location of movies, particularly where Love Story was filmed.

I was there in 2007 but the drop down menu here won't let me go that back.","The dining room looks like Harry Potter. A must see. When I studying, I made sure check spots location movies, particularly Love Story filmed. I 2007 drop menu wo n't let go back."
2015-01-15 18:12:02+00:00,Desktop,5,1,Somewhere I have always wanted see,and I was not let down. It felt magical to be there. plain and simple. The rod iron gates are beautiful and the buildings are beautiful. After a freezing cold walk through the yard we went to a super cute bar in town and had hot spiked apple cider. amazing day. Cambridge is a perfect little town ,3,15,1,2015,UTC,en,297,and I was not let down. It felt magical to be there. plain and simple. The rod iron gates are beautiful and the buildings are beautiful. After a freezing cold walk through the yard we went to a super cute bar in town and had hot spiked apple cider. amazing day. Cambridge is a perfect little town ,False,False,and I was not let down. It felt magical to be there. plain and simple. The rod iron gates are beautiful and the buildings are beautiful. After a freezing cold walk through the yard we went to a super cute bar in town and had hot spiked apple cider. amazing day. Cambridge is a perfect little town ,I let. It felt magical. plain simple. The rod iron gates beautiful buildings beautiful. After freezing cold walk yard went super cute bar town hot spiked apple cider. amazing day. Cambridge perfect little town
2015-01-07 13:26:19+00:00,Desktop,5,0,A great university,We were in Harvard December 31st. There were some tourists  but everything was closed. We will be back some day. ,2,7,1,2015,UTC,en,113,We were in Harvard December 31st. There were some tourists  but everything was closed. We will be back some day. ,False,False,We were in Harvard December 31st. There were some tourists  but everything was closed. We will be back some day. ,We Harvard December 31st. There tourists everything closed. We back day.
2015-01-03 20:03:26+00:00,Desktop,5,0,Prestigious !,Very pleasant place to visit. We like this place. One of the most prestigious university in the world.,5,3,1,2015,UTC,en,102,Very pleasant place to visit. We like this place. One of the most prestigious university in the world.,False,False,Very pleasant place to visit. We like this place. One of the most prestigious university in the world.,Very pleasant place visit. We like place. One prestigious university world.
2015-01-03 10:48:55+00:00,Desktop,5,0,Very pleasant walk,"If you have ever wondered what it would be  like to attend a top notch university then if you are in Cambridge Boston try a sunny walk around the campus .As we only had a short time we strolled around but you can also take guided walks , there are some very fine buildings and the central campus is also green with lots of grass and trees , a very pleasant day .It is easily reached via Underground tube and there are plenty of Cafes and restaurants in the local area with some quite quirky shops .",5,3,1,2015,UTC,en,498,"If you have ever wondered what it would be  like to attend a top notch university then if you are in Cambridge Boston try a sunny walk around the campus .As we only had a short time we strolled around but you can also take guided walks , there are some very fine buildings and the central campus is also green with lots of grass and trees , a very pleasant day .It is easily reached via Underground tube and there are plenty of Cafes and restaurants in the local area with some quite quirky shops .",False,False,"If you have ever wondered what it would be  like to attend a top notch university then if you are in Cambridge Boston try a sunny walk around the campus .As we only had a short time we strolled around but you can also take guided walks , there are some very fine buildings and the central campus is also green with lots of grass and trees , a very pleasant day .It is easily reached via Underground tube and there are plenty of Cafes and restaurants in the local area with some quite quirky shops .","If ever wondered would like attend top notch university Cambridge Boston try sunny walk around campus.As short time strolled around also take guided walks, fine buildings central campus also green lots grass trees, pleasant day.It easily reached via Underground tube plenty Cafes restaurants local area quite quirky shops."
2014-12-31 15:43:29+00:00,Mobile,4,1,A must if you are in the area,"This place this worth a visit for the history and prestige if you are already in the area - not a must see if you are considering travelling especially for it. We went for a student guided tour, which I would suggest doing for a good insight. If you miss the times then there are apps and audio guides you can download. One small downside is that you cannot visit the inside of the buildings or see any lectures ongoing (understandable for the disruption this would cause to the students). ",2,31,12,2014,UTC,en,490,"This place this worth a visit for the history and prestige if you are already in the area - not a must see if you are considering travelling especially for it. We went for a student guided tour, which I would suggest doing for a good insight. If you miss the times then there are apps and audio guides you can download. One small downside is that you cannot visit the inside of the buildings or see any lectures ongoing (understandable for the disruption this would cause to the students). ",False,False,"This place this worth a visit for the history and prestige if you are already in the area - not a must see if you are considering travelling especially for it. We went for a student guided tour, which I would suggest doing for a good insight. If you miss the times then there are apps and audio guides you can download. One small downside is that you cannot visit the inside of the buildings or see any lectures ongoing (understandable for the disruption this would cause to the students). ","This place worth visit history prestige already area- must see considering travelling especially. We went student guided tour, I would suggest good insight. If miss times apps audio guides download. One small downside visit inside buildings see lectures ongoing( understandable disruption would cause students)."
2014-12-30 19:23:21+00:00,Desktop,5,1,2 hours to spend time!,"Harvard area is one of the most wonderful place to be any time! The restaurant, the cafés, the shops, the churches everything look awesome!",1,30,12,2014,UTC,en,139,"Harvard area is one of the most wonderful place to be any time! The restaurant, the cafés, the shops, the churches everything look awesome!",False,False,"Harvard area is one of the most wonderful place to be any time! The restaurant, the cafés, the shops, the churches everything look awesome!","Harvard area one wonderful place time! The restaurant, cafés, shops, churches everything look awesome!"
2014-12-30 10:32:23+00:00,Mobile,5,2,Beautiful university.,"School is beautiful, many spots to take pictures. A lot of restaurants and gift shops to look around.",1,30,12,2014,UTC,en,101,"School is beautiful, many spots to take pictures. A lot of restaurants and gift shops to look around.",False,False,"School is beautiful, many spots to take pictures. A lot of restaurants and gift shops to look around.","School beautiful, many spots take pictures. A lot restaurants gift shops look around."
2014-12-26 00:49:10+00:00,Desktop,5,2,Student Led Tour Well Worthwhile,We did a one hour student led tour of Harvard and it was a great way to see the university.  Our tour guide was very friendly and knew a great deal about the history of the University and also gave us an insight as to what it is like to be a student at Harvard.  This is a good way to see the University.,4,26,12,2014,UTC,en,304,We did a one hour student led tour of Harvard and it was a great way to see the university.  Our tour guide was very friendly and knew a great deal about the history of the University and also gave us an insight as to what it is like to be a student at Harvard.  This is a good way to see the University.,False,False,We did a one hour student led tour of Harvard and it was a great way to see the university.  Our tour guide was very friendly and knew a great deal about the history of the University and also gave us an insight as to what it is like to be a student at Harvard.  This is a good way to see the University.,We one hour student led tour Harvard great way see university. Our tour guide friendly knew great deal history University also gave us insight like student Harvard. This good way see University.
2014-12-19 00:18:23+00:00,Desktop,3,1,Not worth going out of the way,"I expected a lot more from our nation's first and most decorated university. The town around Harvard is beautiful and fun, but the university grounds are less than inspired. I enjoyed visiting nearby MIT much more. Maybe more exciting and worth while if school is in session, but I have seen dozens of campuses that put Harvard to shame.",4,19,12,2014,UTC,en,337,"I expected a lot more from our nation's first and most decorated university. The town around Harvard is beautiful and fun, but the university grounds are less than inspired. I enjoyed visiting nearby MIT much more. Maybe more exciting and worth while if school is in session, but I have seen dozens of campuses that put Harvard to shame.",False,False,"I expected a lot more from our nation's first and most decorated university. The town around Harvard is beautiful and fun, but the university grounds are less than inspired. I enjoyed visiting nearby MIT much more. Maybe more exciting and worth while if school is in session, but I have seen dozens of campuses that put Harvard to shame.","I expected lot nation's first decorated university. The town around Harvard beautiful fun, university grounds less inspired. I enjoyed visiting nearby MIT much. Maybe exciting worth school session, I seen dozens campuses put Harvard shame."
2014-12-18 15:05:22+00:00,Desktop,5,1,Harry Potter University,Was great to walk the campus and see this honored institution.  The dining hall looks like Hogwarts on the inside.,3,18,12,2014,UTC,en,114,Was great to walk the campus and see this honored institution.  The dining hall looks like Hogwarts on the inside.,False,False,Was great to walk the campus and see this honored institution.  The dining hall looks like Hogwarts on the inside.,Was great walk campus see honored institution. The dining hall looks like Hogwarts inside.
2014-12-14 07:59:37+00:00,Desktop,5,0,Must visit,"If you're near Cambridge you just have to visit Harvard University. Actually, there's not so much to see there - the statue of Harvard and some buildings that were important in history but cannot be visited from the inside by tourists. But you should have been there. ",6,14,12,2014,UTC,en,268,"If you're near Cambridge you just have to visit Harvard University. Actually, there's not so much to see there - the statue of Harvard and some buildings that were important in history but cannot be visited from the inside by tourists. But you should have been there. ",False,False,"If you're near Cambridge you just have to visit Harvard University. Actually, there's not so much to see there - the statue of Harvard and some buildings that were important in history but cannot be visited from the inside by tourists. But you should have been there. ","If're near Cambridge visit Harvard University. Actually,'s much see- statue Harvard buildings important history visited inside tourists. But."
2014-12-12 02:32:30+00:00,Desktop,5,0,Don't miss out when you are in Boston,"It was not a perfect day to visit as Boston got heavy rain and so cold but the campus made my day. It's an amazing place for me, glad to see the campus, students, church.. So much stories to learn and to tell. I spent a half day, walk from main campus, cross the bridge to Harvard Business School, one of my dream :). 
Don't forget to sign up the free tour, the main counter in front of the MRT station. Also grab some souvenir near by. I like the campus of HBS cos less people and very romantic, along the river.",4,12,12,2014,UTC,en,513,"It was not a perfect day to visit as Boston got heavy rain and so cold but the campus made my day. It's an amazing place for me, glad to see the campus, students, church.. So much stories to learn and to tell. I spent a half day, walk from main campus, cross the bridge to Harvard Business School, one of my dream :). 
Don't forget to sign up the free tour, the main counter in front of the MRT station. Also grab some souvenir near by. I like the campus of HBS cos less people and very romantic, along the river.",False,False,"It was not a perfect day to visit as Boston got heavy rain and so cold but the campus made my day. It's an amazing place for me, glad to see the campus, students, church.. So much stories to learn and to tell. I spent a half day, walk from main campus, cross the bridge to Harvard Business School, one of my dream :). 
Don't forget to sign up the free tour, the main counter in front of the MRT station. Also grab some souvenir near by. I like the campus of HBS cos less people and very romantic, along the river.","It perfect day visit Boston got heavy rain cold campus made day. It's amazing place, glad see campus, students, church.. So much stories learn tell. I spent half day, walk main campus, cross bridge Harvard Business School, one dream:). Do n't forget sign free tour, main counter front MRT station. Also grab souvenir near. I like campus HBS cos less people romantic, along river."
2014-12-11 11:57:33+00:00,Desktop,4,0,Crimson Commons - Great Food,"I spent a week attending a program here, stayiong on campus. All of our meals were at Crimson Commons and I must say it may be the best cafeteria food I have ever had. I have 7 meals here and all were very good. I appreciate the effort put into having quality food, especially since we were captive (pre-paid meal) customers which generally leads to lower quality. ",3,11,12,2014,UTC,en,365,"I spent a week attending a program here, stayiong on campus. All of our meals were at Crimson Commons and I must say it may be the best cafeteria food I have ever had. I have 7 meals here and all were very good. I appreciate the effort put into having quality food, especially since we were captive (pre-paid meal) customers which generally leads to lower quality. ",False,False,"I spent a week attending a program here, stayiong on campus. All of our meals were at Crimson Commons and I must say it may be the best cafeteria food I have ever had. I have 7 meals here and all were very good. I appreciate the effort put into having quality food, especially since we were captive (pre-paid meal) customers which generally leads to lower quality. ","I spent week attending program, stayiong campus. All meals Crimson Commons I must say may best cafeteria food I ever. I 7 meals good. I appreciate effort put quality food, especially since captive( pre-paid meal) customers generally leads lower quality."
2014-12-10 14:59:18+00:00,Desktop,5,0,Stunning University,"We went there and as we got off the bus we were greeted by a man whose name i think was Dan. He was running the free Harvard tours that afternoon and he was fantastic. Being a past student, he knew everything about the history, architecture and past students of the college. The College itself is fantastic. Great architecture and very interesting to here what famous people had lived in which dorms. A must do when coming to Boston.",2,10,12,2014,UTC,en,433,"We went there and as we got off the bus we were greeted by a man whose name i think was Dan. He was running the free Harvard tours that afternoon and he was fantastic. Being a past student, he knew everything about the history, architecture and past students of the college. The College itself is fantastic. Great architecture and very interesting to here what famous people had lived in which dorms. A must do when coming to Boston.",False,False,"We went there and as we got off the bus we were greeted by a man whose name i think was Dan. He was running the free Harvard tours that afternoon and he was fantastic. Being a past student, he knew everything about the history, architecture and past students of the college. The College itself is fantastic. Great architecture and very interesting to here what famous people had lived in which dorms. A must do when coming to Boston.","We went got bus greeted man whose name think Dan. He running free Harvard tours afternoon fantastic. Being past student, knew everything history, architecture past students college. The College fantastic. Great architecture interesting famous people lived dorms. A must coming Boston."
2014-12-09 15:56:32+00:00,Desktop,4,0,Historic Walk,"wonderful place for a stroll. Peaceful, the greenery contrasting so nice with the red bricks of the buildings. The architecture is beautiful. one of the great universities=stunning experience",1,9,12,2014,UTC,en,191,"wonderful place for a stroll. Peaceful, the greenery contrasting so nice with the red bricks of the buildings. The architecture is beautiful. one of the great universities=stunning experience",False,False,"wonderful place for a stroll. Peaceful, the greenery contrasting so nice with the red bricks of the buildings. The architecture is beautiful. one of the great universities=stunning experience","wonderful place stroll. Peaceful, greenery contrasting nice red bricks buildings. The architecture beautiful. one great universities=stunning experience"
2014-12-08 04:52:26+00:00,Desktop,5,0,hoorah for Harvard,Spent half a day just wandering around the main site. Architecture is varied and splendid. Did a bit of shopping in the Harvard shop since my daughter requested a few authentic Harvard clothing items. One of the highlights of my visit to Boston.,0,8,12,2014,UTC,en,245,Spent half a day just wandering around the main site. Architecture is varied and splendid. Did a bit of shopping in the Harvard shop since my daughter requested a few authentic Harvard clothing items. One of the highlights of my visit to Boston.,False,False,Spent half a day just wandering around the main site. Architecture is varied and splendid. Did a bit of shopping in the Harvard shop since my daughter requested a few authentic Harvard clothing items. One of the highlights of my visit to Boston.,Spent half day wandering around main site. Architecture varied splendid. Did bit shopping Harvard shop since daughter requested authentic Harvard clothing items. One highlights visit Boston.
2014-12-05 05:32:09+00:00,Desktop,4,0,Lovely walk,"It is a great experience to walk though and soak the history, architecture and academic culture of the place. I spent the afternoon and evening just walking around, enjoying the sights and watching the people go by. ",4,5,12,2014,UTC,en,216,"It is a great experience to walk though and soak the history, architecture and academic culture of the place. I spent the afternoon and evening just walking around, enjoying the sights and watching the people go by. ",False,False,"It is a great experience to walk though and soak the history, architecture and academic culture of the place. I spent the afternoon and evening just walking around, enjoying the sights and watching the people go by. ","It great experience walk though soak history, architecture academic culture place. I spent afternoon evening walking around, enjoying sights watching people go."
2014-12-04 21:43:12+00:00,Mobile,5,0,Wow,"Harvard's campus is impressive as its scholastic record. The campus is huge, and filled with some amazing architecture both
new and old.",3,4,12,2014,UTC,en,136,"Harvard's campus is impressive as its scholastic record. The campus is huge, and filled with some amazing architecture both
new and old.",False,False,"Harvard's campus is impressive as its scholastic record. The campus is huge, and filled with some amazing architecture both
new and old.","Harvard's campus impressive scholastic record. The campus huge, filled amazing architecture new old."
2014-12-03 23:19:12+00:00,Desktop,4,0,Nice College,Great to spend the day strolling through Harvard's Gardens and then poking into Cambridge for some shopping and dining. We visited on our way up the coast and had a nice time,2,3,12,2014,UTC,en,174,Great to spend the day strolling through Harvard's Gardens and then poking into Cambridge for some shopping and dining. We visited on our way up the coast and had a nice time,False,False,Great to spend the day strolling through Harvard's Gardens and then poking into Cambridge for some shopping and dining. We visited on our way up the coast and had a nice time,Great spend day strolling Harvard's Gardens poking Cambridge shopping dining. We visited way coast nice time
2014-12-02 17:49:46+00:00,Desktop,4,0,Historic and Cinematic,"It was a great tour of Harvard by my colleague who teaches there. It's surprising how much I recognised from watching so many American films that have used it as a location.

American history isn't a long affair, but at a place like Harvard you get a sense of it, even on a chilly December day.

Really great experience.",1,2,12,2014,UTC,en,320,"It was a great tour of Harvard by my colleague who teaches there. It's surprising how much I recognised from watching so many American films that have used it as a location.

American history isn't a long affair, but at a place like Harvard you get a sense of it, even on a chilly December day.

Really great experience.",False,False,"It was a great tour of Harvard by my colleague who teaches there. It's surprising how much I recognised from watching so many American films that have used it as a location.

American history isn't a long affair, but at a place like Harvard you get a sense of it, even on a chilly December day.

Really great experience.","It great tour Harvard colleague teaches. It's surprising much I recognised watching many American films used location. American history n't long affair, place like Harvard get sense, even chilly December day. Really great experience."
2014-11-28 11:36:21+00:00,Mobile,4,0,Worth a walk through,"This is an American institution and it's definitely worth a walk through the Yard. Few of the educational buildings are open to the general public, but it's nice to see the architecture and soak up some history (or relive some of your favorites moments from books, memoirs, and movies). With Harvard Square nearby full of shopping and restaurants, this is a good place to come before or after a meal. ",4,28,11,2014,UTC,en,401,"This is an American institution and it's definitely worth a walk through the Yard. Few of the educational buildings are open to the general public, but it's nice to see the architecture and soak up some history (or relive some of your favorites moments from books, memoirs, and movies). With Harvard Square nearby full of shopping and restaurants, this is a good place to come before or after a meal. ",False,False,"This is an American institution and it's definitely worth a walk through the Yard. Few of the educational buildings are open to the general public, but it's nice to see the architecture and soak up some history (or relive some of your favorites moments from books, memoirs, and movies). With Harvard Square nearby full of shopping and restaurants, this is a good place to come before or after a meal. ","This American institution's definitely worth walk Yard. Few educational buildings open general public,'s nice see architecture soak history( relive favorites moments books, memoirs, movies). With Harvard Square nearby full shopping restaurants, good place come meal."
